food_category,food_department,food_family,store_sales_in_millions,store_cost_in_millions,unit_sales_in_millions,promotion_name,marital_status,gender,total_children,education,member_card,occupation,houseowner,avg_cars_at_home_approx,avg_yearly_income,num_children_at_home,brand_name,SRP,gross_weight,net_weight,recyclable_package,low_fat,units_per_case,store_type,store_city,store_state,store_sqft,grocery_sqft,frozen_sqft,meat_sqft,coffee_bar,video_store,salad_bar,prepared_food,florist,media_type,cost
Specialty,Produce,Food,3.87,1.2771,3.0,Three for One,S,M,4.0,Bachelors Degree,Bronze,Management,Y,4.0,$50K - $70K,0.0,Ebony,1.29,19.4,17.3,0.0,1.0,32.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,Sunday Paper,118.25
Kitchen Products,Household,Non-Consumable,10.88,4.0256,4.0,Green Light Days,S,M,2.0,Partial College,Bronze,Professional,N,1.0,$90K - $110K,0.0,Cormorant,2.72,21.3,19.2,1.0,0.0,18.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,Cash Register Handout,139.19
Pure Juice Beverages,Beverages,Drink,14.8,6.808,5.0,Sales Galore,M,M,4.0,High School Degree,Bronze,Manual,N,3.0,$30K - $50K,3.0,Fabulous,2.96,16.9,13.8,0.0,0.0,34.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,Bulk Mail,96.55
Snack Foods,Snack Foods,Food,4.62,2.2176,2.0,Green Light Days,M,F,1.0,High School Degree,Bronze,Skilled Manual,N,1.0,$30K - $50K,1.0,Horatio,2.31,7.04,5.03,0.0,0.0,3.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,Cash Register Handout,139.19
Pizza,Frozen Foods,Food,13.84,4.2904,4.0,Price Savers,S,F,3.0,Bachelors Degree,Bronze,Professional,N,2.0,$30K - $50K,0.0,Imagine,3.46,11.0,9.0,0.0,1.0,25.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,In-Store Coupon,81.85
Starchy Foods,Starchy Foods,Food,4.83,2.1735,3.0,Bag Stuffers,S,M,3.0,High School Degree,Bronze,Manual,N,2.0,$30K - $50K,0.0,Discover,1.61,16.0,14.0,1.0,0.0,7.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,Product Attachment,82.62
Meat,Deli,Food,3.88,1.6684,4.0,Sales Days,S,F,4.0,High School Degree,Bronze,Manual,N,4.0,$30K - $50K,0.0,Cutting Edge,0.97,7.67,4.67,0.0,0.0,35.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,Bulk Mail,116.74
Dairy,Dairy,Drink,3.45,1.3455,3.0,Bag Stuffers,S,F,3.0,Partial High School,Bronze,Skilled Manual,N,0.0,$10K - $30K,0.0,Even Better,1.15,21.7,19.7,0.0,0.0,35.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,Product Attachment,82.62
Snack Foods,Snack Foods,Food,5.94,1.9008,3.0,Two Day Sale,M,F,2.0,Bachelors Degree,Bronze,Management,Y,1.0,$50K - $70K,0.0,Best Choice,1.98,15.7,14.6,0.0,1.0,12.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,Sunday Paper,126.88
Beer and Wine,Alcoholic Beverages,Drink,10.56,4.752,3.0,Dollar Days,S,M,1.0,Bachelors Degree,Bronze,Professional,Y,4.0,$130K - $150K,0.0,Top Measure,3.52,10.4,7.39,1.0,0.0,34.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,"Daily Paper, Radio",138.81
Snack Foods,Snack Foods,Food,8.84,3.7128,4.0,Free For All,M,F,0.0,Partial High School,Bronze,Manual,Y,2.0,$50K - $70K,0.0,Best Choice,2.21,16.5,14.5,1.0,1.0,5.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,Product Attachment,143.83
Beer and Wine,Alcoholic Beverages,Drink,7.82,2.5806,2.0,You Save Days,M,M,2.0,High School Degree,Bronze,Skilled Manual,Y,2.0,$30K - $50K,2.0,Good,3.91,7.07,6.07,1.0,0.0,2.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,Sunday Paper,51.27
Vegetables,Frozen Foods,Food,4.8,2.16,3.0,Free For All,S,M,4.0,Partial High School,Normal,Manual,Y,1.0,$10K - $30K,0.0,Carrington,1.6,11.9,9.89,0.0,0.0,10.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,"Sunday Paper, Radio",126.24
Beer and Wine,Alcoholic Beverages,Drink,5.19,2.3355,3.0,Wallet Savers,S,M,1.0,Partial High School,Normal,Skilled Manual,N,1.0,$10K - $30K,0.0,Good,1.73,9.26,7.26,0.0,0.0,20.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,"Sunday Paper, Radio, TV",79.95
Jams and Jellies,Baking Goods,Food,4.05,1.9845,3.0,Unbeatable Price Savers,S,F,1.0,High School Degree,Bronze,Manual,N,1.0,$30K - $50K,0.0,Landslide,1.35,18.4,16.3,0.0,1.0,34.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,Product Attachment,124.36
Vegetables,Canned Foods,Food,7.47,2.8386,3.0,Dollar Cutters,M,F,1.0,Partial High School,Normal,Skilled Manual,Y,0.0,$10K - $30K,0.0,Just Right,2.49,8.02,5.02,1.0,0.0,20.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio, TV",144.18
Hot Beverages,Beverages,Drink,6.87,3.0228,3.0,Two Day Sale,M,F,3.0,Partial College,Bronze,Skilled Manual,Y,4.0,$50K - $70K,2.0,CDR,2.29,9.52,7.52,0.0,0.0,31.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,Radio,91.28
Bread,Baked Goods,Food,11.58,5.4426,3.0,Savings Galore,S,F,2.0,Bachelors Degree,Bronze,Professional,Y,1.0,$90K - $110K,0.0,Great,3.86,6.2,5.19,1.0,1.0,11.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,"Sunday Paper, Radio",136.57
Hygiene,Health and Hygiene,Non-Consumable,5.6,2.128,4.0,Cash Register Lottery,M,F,0.0,Partial High School,Golden,Skilled Manual,Y,4.0,$30K - $50K,0.0,Bird Call,1.4,17.0,16.0,0.0,0.0,29.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio",59.86
Vegetables,Produce,Food,7.2,3.312,3.0,Wallet Savers,M,M,1.0,Partial High School,Bronze,Skilled Manual,Y,3.0,$30K - $50K,1.0,Hermanos,2.4,7.06,5.05,1.0,0.0,29.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,"Sunday Paper, Radio, TV",79.95
Pure Juice Beverages,Beverages,Drink,2.1,0.798,3.0,Big Promo,M,F,2.0,Partial College,Bronze,Management,Y,3.0,$70K - $90K,1.0,Fabulous,0.7,10.8,8.8,0.0,0.0,19.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Sunday Paper,51.12
Vegetables,Produce,Food,7.82,2.9716,2.0,Save-It Sale,S,F,4.0,Partial High School,Bronze,Professional,Y,3.0,$90K - $110K,0.0,Hermanos,3.91,17.2,15.2,1.0,0.0,11.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,Radio,144.38
Frozen Entrees,Frozen Foods,Food,14.72,5.5936,4.0,Big Time Discounts,S,M,2.0,Partial High School,Bronze,Professional,Y,3.0,$110K - $130K,0.0,Carrington,3.68,10.2,9.19,0.0,1.0,14.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,Product Attachment,109.93
Jams and Jellies,Baking Goods,Food,9.28,3.6192,4.0,Best Savings,M,M,1.0,Partial High School,Bronze,Skilled Manual,Y,3.0,$30K - $50K,1.0,Plato,2.32,18.3,17.2,0.0,1.0,30.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio, TV",53.82
Vegetables,Produce,Food,4.29,1.8447,3.0,Weekend Markdown,M,F,1.0,Partial College,Silver,Professional,Y,2.0,$150K +,1.0,High Top,1.43,21.9,20.8,0.0,0.0,13.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio",69.63
Vegetables,Produce,Food,3.93,1.3362,3.0,Sales Galore,M,M,4.0,Bachelors Degree,Golden,Professional,Y,2.0,$70K - $90K,0.0,Hermanos,1.31,14.6,13.6,1.0,0.0,2.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,TV,106.16
Vegetables,Produce,Food,2.07,0.7866,3.0,High Roller Savings,M,M,3.0,Bachelors Degree,Bronze,Management,N,2.0,$50K - $70K,2.0,High Top,0.69,12.3,11.3,0.0,0.0,17.0,Supermarket,Los Angeles,CA,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,Daily Paper,101.84
Candy,Snacks,Food,9.99,4.4955,3.0,Dollar Days,S,F,3.0,High School Degree,Bronze,Skilled Manual,Y,4.0,$30K - $50K,0.0,Atomic,3.33,11.2,8.19,0.0,1.0,18.0,Supermarket,Los Angeles,CA,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,Sunday Paper,143.04
Snack Foods,Snack Foods,Food,6.39,2.6838,3.0,Two for One,S,M,4.0,High School Degree,Bronze,Manual,N,1.0,$30K - $50K,0.0,Fort West,2.13,11.0,10.0,1.0,1.0,20.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio, TV",57.52
Cleaning Supplies,Household,Non-Consumable,1.02,0.3774,2.0,Best Savings,M,F,3.0,Partial High School,Normal,Manual,Y,1.0,$10K - $30K,3.0,Denny,0.51,20.3,18.2,1.0,0.0,2.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio, TV",53.82
Bread,Baked Goods,Food,7.5,2.475,5.0,Savings Galore,S,M,2.0,Partial High School,Bronze,Manual,N,3.0,$30K - $50K,0.0,Fantastic,1.5,7.94,4.94,1.0,0.0,28.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,"Sunday Paper, Radio",136.57
Vegetables,Produce,Food,7.65,2.8305,3.0,Unbeatable Price Savers,S,F,3.0,Partial College,Silver,Clerical,N,4.0,$50K - $70K,0.0,Tell Tale,2.55,11.9,10.8,1.0,1.0,28.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio, TV",137.77
Beer and Wine,Alcoholic Beverages,Drink,3.46,1.038,2.0,Super Duper Savers,M,M,1.0,High School Degree,Bronze,Manual,N,2.0,$30K - $50K,0.0,Good,1.73,9.26,7.26,0.0,0.0,20.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Sunday Paper,69.65
Vegetables,Produce,Food,14.56,6.2608,4.0,Price Destroyers,S,F,2.0,Partial College,Bronze,Clerical,N,3.0,$30K - $50K,0.0,Tell Tale,3.64,8.35,6.35,0.0,1.0,4.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,Sunday Paper,121.44
Pizza,Frozen Foods,Food,8.04,3.9396,3.0,Sale Winners,S,F,2.0,Partial High School,Silver,Skilled Manual,Y,0.0,$10K - $30K,0.0,Golden,2.68,12.8,10.8,1.0,1.0,17.0,Supermarket,Los Angeles,CA,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,In-Store Coupon,147.35
Specialty,Produce,Food,8.55,4.275,3.0,Super Duper Savers,M,M,4.0,Partial High School,Bronze,Skilled Manual,Y,1.0,$10K - $30K,3.0,Tell Tale,2.85,11.3,9.3,0.0,1.0,30.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Daily Paper,91.0
Meat,Frozen Foods,Food,11.8,5.782,4.0,Green Light Special,S,F,2.0,High School Degree,Bronze,Manual,N,1.0,$30K - $50K,0.0,Big Time,2.95,6.19,4.19,1.0,0.0,23.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,In-Store Coupon,123.02
Vegetables,Produce,Food,6.63,3.315,3.0,Super Wallet Savers,M,M,4.0,Partial High School,Normal,Skilled Manual,Y,1.0,$10K - $30K,4.0,Ebony,2.21,7.48,4.48,0.0,0.0,6.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,Cash Register Handout,140.19
Meat,Meat,Food,3.45,1.311,3.0,Bag Stuffers,S,F,4.0,Partial High School,Normal,Manual,N,1.0,$10K - $30K,0.0,Genteel,1.15,11.1,9.1,1.0,0.0,15.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio",126.62
Meat,Frozen Foods,Food,2.79,1.3113,3.0,Best Savings,M,M,3.0,High School Degree,Golden,Manual,Y,2.0,$30K - $50K,3.0,Carrington,0.93,9.92,8.92,1.0,1.0,21.0,Supermarket,Los Angeles,CA,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,"Daily Paper, Radio, TV",53.82
Breakfast Foods,Frozen Foods,Food,3.85,1.925,5.0,Dollar Cutters,M,F,4.0,Partial College,Normal,Clerical,Y,2.0,$30K - $50K,4.0,Golden,0.77,10.2,8.19,0.0,1.0,2.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,Street Handout,131.46
Carbonated Beverages,Beverages,Drink,6.57,2.2338,3.0,Price Cutters,S,M,4.0,Partial College,Bronze,Clerical,N,3.0,$30K - $50K,0.0,Washington,2.19,6.66,4.65,1.0,0.0,7.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,Product Attachment,129.2
Bread,Baked Goods,Food,4.62,1.7094,3.0,Price Destroyers,M,F,1.0,Partial College,Bronze,Management,Y,1.0,$50K - $70K,1.0,Colony,1.54,7.55,5.55,0.0,0.0,35.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,"Sunday Paper, Radio",115.05
Snack Foods,Snack Foods,Food,7.95,3.339,3.0,Price Winners,S,F,5.0,Bachelors Degree,Bronze,Professional,Y,2.0,$50K - $70K,0.0,Horatio,2.65,21.8,20.7,1.0,0.0,7.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,In-Store Coupon,94.63
Vegetables,Frozen Foods,Food,5.92,2.9008,2.0,One Day Sale,S,F,5.0,Partial High School,Bronze,Professional,Y,3.0,$90K - $110K,0.0,Golden,2.96,14.6,11.6,1.0,1.0,36.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio, TV",85.88
Frozen Desserts,Frozen Foods,Food,12.92,4.7804,4.0,Dimes Off,M,M,1.0,High School Degree,Bronze,Skilled Manual,Y,2.0,$30K - $50K,1.0,PigTail,3.23,10.0,8.0,1.0,0.0,16.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio",131.58
Fruit,Produce,Food,12.96,6.2208,4.0,Shelf Clearing Days,S,M,1.0,High School Degree,Bronze,Manual,Y,3.0,$30K - $50K,0.0,Ebony,3.24,15.0,13.0,0.0,0.0,32.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,In-Store Coupon,109.21
Baking Goods,Baking Goods,Food,4.62,2.1252,3.0,Super Duper Savers,M,M,3.0,Partial High School,Normal,Skilled Manual,Y,1.0,$10K - $30K,0.0,BBB Best,1.54,15.5,13.5,1.0,1.0,4.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Sunday Paper,69.65
Baking Goods,Baking Goods,Food,9.52,4.1888,4.0,Price Savers,M,M,4.0,High School Degree,Golden,Manual,N,3.0,$30K - $50K,4.0,CDR,2.38,16.1,14.1,1.0,0.0,14.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,Product Attachment,62.27
Snack Foods,Snack Foods,Food,14.64,5.2704,4.0,Double Your Savings,M,M,2.0,Partial College,Bronze,Skilled Manual,Y,2.0,$30K - $50K,1.0,Best Choice,3.66,15.2,13.1,0.0,0.0,36.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,Radio,94.43
Hygiene,Health and Hygiene,Non-Consumable,10.64,3.9368,4.0,Price Destroyers,S,M,5.0,Bachelors Degree,Bronze,Professional,N,1.0,$50K - $70K,0.0,Hilltop,2.66,8.5,6.5,0.0,0.0,6.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,"Sunday Paper, Radio",115.05
Vegetables,Produce,Food,2.76,1.2144,3.0,You Save Days,S,F,2.0,High School Degree,Bronze,Manual,N,1.0,$30K - $50K,0.0,Hermanos,0.92,13.8,12.8,1.0,1.0,33.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,Sunday Paper,51.27
Breakfast Foods,Breakfast Foods,Food,2.28,0.7752,3.0,Two Day Sale,S,F,4.0,Partial College,Normal,Manual,N,1.0,$30K - $50K,0.0,Johnson,0.76,11.1,10.1,0.0,1.0,6.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,Sunday Paper,126.88
Pizza,Frozen Foods,Food,7.46,3.4316,2.0,Dollar Cutters,M,M,4.0,Partial High School,Normal,Skilled Manual,N,2.0,$10K - $30K,0.0,Carrington,3.73,18.5,15.5,0.0,0.0,5.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,TV,66.18
Vegetables,Produce,Food,5.6,2.688,2.0,Shelf Emptiers,S,M,3.0,Partial High School,Normal,Manual,N,2.0,$10K - $30K,0.0,Tri-State,2.8,12.7,10.6,0.0,0.0,19.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,Street Handout,137.34
Canned Soup,Canned Foods,Food,6.64,2.324,2.0,Bag Stuffers,S,F,0.0,Partial High School,Normal,Manual,Y,1.0,$10K - $30K,0.0,Bravo,3.32,6.41,5.4,0.0,0.0,8.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio",126.62
Jams and Jellies,Baking Goods,Food,9.99,4.995,3.0,Price Destroyers,M,M,2.0,Bachelors Degree,Bronze,Management,Y,3.0,$90K - $110K,1.0,Plato,3.33,12.6,11.6,1.0,0.0,25.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,"Daily Paper, Radio, TV",58.27
Snack Foods,Snack Foods,Food,5.04,2.0664,2.0,Bag Stuffers,S,M,0.0,Partial High School,Normal,Manual,N,0.0,$10K - $30K,0.0,Nationeel,2.52,19.2,16.2,0.0,0.0,9.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio",126.62
Jams and Jellies,Baking Goods,Food,3.22,1.1592,2.0,Super Savers,M,F,5.0,Partial High School,Normal,Skilled Manual,Y,1.0,$10K - $30K,1.0,BBB Best,1.61,17.0,14.0,1.0,0.0,32.0,Small Grocery,Bellingham,WA,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,TV,114.98
Hot Beverages,Beverages,Drink,1.0,0.39,2.0,Savings Galore,S,M,3.0,Bachelors Degree,Bronze,Professional,Y,3.0,$50K - $70K,0.0,Super,0.5,11.0,8.0,1.0,0.0,36.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,Street Handout,138.53
Meat,Deli,Food,10.96,4.4936,4.0,Unbeatable Price Savers,S,F,1.0,Partial High School,Normal,Manual,Y,2.0,$10K - $30K,0.0,American,2.74,21.9,18.8,1.0,0.0,9.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,Product Attachment,124.36
Snack Foods,Snack Foods,Food,5.32,1.862,4.0,Price Destroyers,M,M,5.0,High School Degree,Golden,Professional,Y,4.0,$130K - $150K,4.0,Nationeel,1.33,7.17,6.17,0.0,1.0,18.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,Sunday Paper,121.44
Vegetables,Frozen Foods,Food,2.76,1.2144,2.0,Price Cutters,M,F,1.0,Partial High School,Bronze,Manual,N,3.0,$50K - $70K,1.0,Big Time,1.38,18.9,15.8,1.0,1.0,14.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,Cash Register Handout,145.52
Seafood,Seafood,Food,7.74,3.096,3.0,Saving Days,S,F,2.0,Partial High School,Normal,Skilled Manual,Y,0.0,$10K - $30K,0.0,Curlew,2.58,6.87,3.86,0.0,1.0,4.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio",118.36
Pizza,Frozen Foods,Food,5.36,2.5728,2.0,Cash Register Lottery,S,M,2.0,High School Degree,Bronze,Skilled Manual,Y,2.0,$50K - $70K,0.0,Golden,2.68,12.8,10.8,1.0,1.0,17.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio",59.86
Vegetables,Frozen Foods,Food,0.63,0.315,1.0,Dimes Off,S,M,4.0,Partial High School,Normal,Skilled Manual,N,1.0,$10K - $30K,0.0,Carrington,0.63,17.2,15.2,1.0,0.0,26.0,Small Grocery,San Francisco,CA,22478.0,15321.0,4294.0,2863.0,1.0,0.0,0.0,0.0,0.0,In-Store Coupon,101.65
Pain Relievers,Health and Hygiene,Non-Consumable,7.47,3.1374,3.0,Price Slashers,M,M,0.0,Partial High School,Normal,Manual,Y,1.0,$10K - $30K,0.0,Hilltop,2.49,6.49,4.48,1.0,0.0,10.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,"Sunday Paper, Radio, TV",86.21
Hardware,Checkout,Non-Consumable,2.01,0.6834,3.0,Price Destroyers,M,F,2.0,Partial College,Bronze,Management,Y,1.0,$30K - $50K,1.0,Black Tie,0.67,10.6,8.6,0.0,0.0,8.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,"Daily Paper, Radio, TV",58.27
Vegetables,Canned Foods,Food,12.6,5.04,4.0,Save-It Sale,S,M,4.0,Partial High School,Normal,Skilled Manual,N,1.0,$10K - $30K,0.0,Bravo,3.15,6.8,5.8,1.0,0.0,22.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio, TV",89.37
Breakfast Foods,Breakfast Foods,Food,4.62,1.617,3.0,Save-It Sale,M,F,5.0,Bachelors Degree,Golden,Professional,Y,3.0,$130K - $150K,5.0,Jeffers,1.54,8.9,6.89,1.0,1.0,14.0,Supermarket,Los Angeles,CA,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,Daily Paper,81.79
Hot Beverages,Beverages,Drink,1.92,0.8832,3.0,Two for One,M,F,1.0,Bachelors Degree,Bronze,Professional,Y,1.0,$30K - $50K,1.0,Landslide,0.64,10.4,8.39,0.0,1.0,28.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,Daily Paper,68.97
Snack Foods,Snack Foods,Food,4.76,2.38,4.0,Price Destroyers,S,M,3.0,Bachelors Degree,Bronze,Professional,Y,4.0,$130K - $150K,0.0,Best Choice,1.19,14.7,12.6,1.0,1.0,21.0,Supermarket,Los Angeles,CA,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,TV,135.92
Paper Products,Household,Non-Consumable,6.64,2.7888,2.0,Cash Register Lottery,M,M,0.0,Bachelors Degree,Silver,Professional,Y,4.0,$50K - $70K,0.0,High Quality,3.32,19.7,16.7,0.0,0.0,32.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,In-Store Coupon,95.78
Frozen Desserts,Frozen Foods,Food,2.13,1.0437,3.0,Super Savers,M,M,2.0,Bachelors Degree,Golden,Professional,Y,3.0,$70K - $90K,2.0,PigTail,0.71,20.0,18.0,0.0,1.0,2.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,"Sunday Paper, Radio",64.99
Pain Relievers,Health and Hygiene,Non-Consumable,15.92,4.9352,4.0,Super Savers,S,M,4.0,High School Degree,Bronze,Manual,N,1.0,$30K - $50K,0.0,Consolidated,3.98,10.0,8.0,1.0,0.0,12.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,"Sunday Paper, Radio",64.99
Pain Relievers,Health and Hygiene,Non-Consumable,11.52,4.7232,3.0,Two Day Sale,M,M,1.0,High School Degree,Normal,Skilled Manual,Y,1.0,$10K - $30K,1.0,Faux Products,3.84,12.4,9.39,0.0,0.0,21.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio",112.52
